VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,Precipitation,Long-term average annual precipitation in volume,Haiti,2020,39.96,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Honduras,2020,222.28024,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Hungary,2020,54.79467,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Iceland,2020,199.82,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,India,2020,3560.10258,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Indonesia,2020,5179.361664,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Iran (Islamic Republic of),2020,396.46692,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Iraq,2020,93.970368,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Ireland,2020,78.57304,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Israel,2020,9.60045,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Italy,2020,251.319744,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Jamaica,2020,22.54049,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Japan,2020,630.3372,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Jordan,2020,9.913854,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Kazakhstan,2020,681.2255,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Kenya,2020,365.6331,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Kuwait,2020,2.15622,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Kyrgyzstan,2020,106.572817,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Lao People's Democratic Republic,2020,434.2912,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Latvia,2020,43.0882,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Lebanon,2020,6.90745,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Lesotho,2020,23.92368,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Liberia,2020,266.28567,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Libya,2020,98.53424,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Lithuania,2020,42.83024,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Luxembourg,2020,2.41906,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Madagascar,2020,888.577335,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Malawi,2020,139.92488,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Malaysia,2020,951.05,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Maldives,2020,0.5916,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Mali,2020,349.73358,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Malta,2020,0.1792,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Mauritania,2020,94.8244,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Mauritius,2020,4.16364,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Mexico,2020,1489.00004,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Mongolia,2020,376.951956,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Morocco,2020,154.5063,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Mozambique,2020,824.96016,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Myanmar,2020,1414.74969,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Namibia,2020,234.92265,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Nepal,2020,220.77,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Netherlands (Kingdom of the),2020,29.08942,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,New Zealand,2020,463.67372,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Nicaragua,2020,297.2436,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Niger,2020,191.317,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Nigeria,2020,1062.3355,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,North Macedonia,2020,15.91449,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Norway,2020,543.66179,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Oman,2020,38.6875,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Pakistan,2020,393.2734,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Palestine,2020,2.42004,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Panama,2020,220.5443005,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Papua New Guinea,2020,1454.24328,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Paraguay,2020,459.62976,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Peru,2020,2233.71236,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Philippines,2020,704.4,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Poland,2020,187.626,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Portugal,2020,78.7606624,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Puerto Rico,2020,18.21898,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Qatar,2020,0.85026,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Republic of Korea,2020,127.9096,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Republic of Moldova,2020,15.2325,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Romania,2020,151.8608,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Russian Federation,2020,7865.195,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Rwanda,2020,31.92408,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Saint Kitts and Nevis,2020,0.37102,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Saint Lucia,2020,1.42662,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Saint Vincent and the Grenadines,2020,0.61737,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Samoa,2020,8.0352,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Sao Tome and Principe,2020,3.072,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Saudi Arabia,2020,126.83171,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Senegal,2020,134.94306,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Serbia,2020,49.98,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Seychelles,2020,1.0718,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Sierra Leone,2020,182.6298,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Singapore,2020,1.817816,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Slovakia,2020,40.40072,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Slovenia,2020,23.5561802,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Solomon Islands,2020,87.5092,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Somalia,2020,179.82012,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,South Africa,2020,603.44955,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,South Sudan,2020,570.519,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Spain,2020,321.7968513,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Sri Lanka,2020,112.32432,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Sudan,2020,469.5,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Suriname,2020,381.86442,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Sweden,2020,279.1932905,10^9 m3/year,E,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Switzerland,2020,63.46332943,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Syrian Arab Republic,2020,46.66536,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Tajikistan,2020,97.69358,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Thailand,2020,832.28064,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Timor-Leste,2020,22.305,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Togo,2020,66.33072,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Trinidad and Tobago,2020,11.286,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Tunisia,2020,33.86727,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Turkmenistan,2020,78.5841,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Türkiye,2020,465.71255,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Uganda,2020,285.029,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,Ukraine,2020,341.00575,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,United Arab Emirates,2020,5.55376653,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,United Kingdom of Great Britain and Northern Ireland,2020,297.2042,10^9 m3/year,I,FALSE
Water resources,Precipitation,Long-term average annual precipitation in volume,United Republic of Tanzania,2020,1014.5583,10^9 m3/year,I,FALSE
